8.88178e-16,0.0,0.0,6.28319,1.0,0.809017,0.587785,0.0,3.69316,-5.0832,0.0
4.44089e-16,0.0,0.0,6.28319,1.0,0.309017,0.951057,0.0,5.97566,-1.94161,0.0
4.44089e-16,0.0,0.0,6.28319,1.0,-0.309017,0.951057,0.0,5.97566,1.94161,0.0
0.0,0.0,0.0,6.28319,1.0,-0.809017,0.587785,0.0,3.69316,5.0832,0.0
3.84734e-16,0.0,0.0,6.28319,1.0,-1.0,1.22465e-16,0.0,3.84734e-16,6.28319,0.0
0.0,0.0,0.0,6.28319,1.0,-0.809017,-0.587785,0.0,-3.69316,5.0832,0.0
2.22045e-16,0.0,0.0,6.28319,1.0,-0.309017,-0.951057,0.0,-5.97566,1.94161,0.0
2.22045e-16,0.0,0.0,6.28319,1.0,0.309017,-0.951057,0.0,-5.97566,-1.94161,0.0
0.0,0.0,0.0,6.28319,1.0,0.809017,-0.587785,0.0,-3.69316,-5.0832,0.0
3.84734e-16,0.0,0.0,6.28319,1.0,1.0,-2.44929e-16,0.0,-1.1542e-15,-6.28319,0.0
-0.0325828,1.2924,39.665,6.28327,1.0,0.814974,0.579497,0.0,3.61453,-5.13952,0.0
-0.0326029,1.29319,39.665,6.28327,1.0,0.318709,0.947852,0.0,5.94515,-2.03341,0.0
-0.0325203,1.28992,39.665,6.28327,1.0,-0.299293,0.954161,0.0,6.00491,1.84949,0.0
-0.0320573,1.26546,39.475,6.28327,1.0,-0.802975,0.596013,0.0,3.7706,5.02613,0.0
-0.0318008,1.25544,39.4784,6.28326,1.0,-0.999948,0.0102073,0.0,0.0959337,6.28253,0.0
-0.0314679,1.23381,39.2086,6.28326,1.0,-0.814975,-0.579497,0.0,-3.61544,5.13887,0.0
-0.0315902,1.23987,39.2486,6.28326,1.0,-0.318709,-0.947853,0.0,-5.94547,2.03245,0.0
-0.0319991,1.2624,39.4511,6.28327,1.0,0.299293,-0.954161,0.0,-6.00475,-1.84998,0.0
-0.0322245,1.27427,39.5436,6.28327,1.0,0.802975,-0.596012,0.0,-3.77073,-5.02604,0.0
-0.0328629,1.30813,39.8056,6.28327,1.0,0.999947,-0.0102073,0.0,-0.0969959,-6.28253,0.0
-0.0328841,1.30435,39.665,6.28328,0.999999,0.820846,0.571147,0.0,3.56164,-5.17632,0.0
-0.0329041,1.30514,39.665,6.28328,0.999999,0.328367,0.944549,0.0,5.92399,-2.09427,0.0
-0.0329868,1.31178,39.7667,6.28328,0.999999,-0.289538,0.957166,0.0,6.02361,1.78765,0.0
-0.0317367,1.24668,39.2821,6.28327,1.0,-0.79685,0.604178,0.0,3.82145,4.98758,0.0
-0.0317992,1.25538,39.4784,6.28326,1.0,-0.999792,0.0204136,0.0,0.160055,6.28122,0.0
-0.0310281,1.21656,39.2086,6.28325,1.0,-0.820848,-0.571149,0.0,-3.56315,5.17525,0.0
-0.0312153,1.22516,39.2486,6.28326,1.0,-0.328367,-0.944551,0.0,-5.92453,2.09267,0.0
-0.0321033,1.26948,39.5436,6.28327,1.0,0.289538,-0.957167,0.0,-6.02335,-1.78849,0.0
